#
# path-proteins.csv
#
# Rank-ordered counts
#
1 Uniprot:P0CG48 5981.0
2 Uniprot:P62191 4057.0
3 Uniprot:P17980 3886.0
4 Uniprot:P35998 3836.0
5 Uniprot:P62195 3816.0
6 Uniprot:Q15008 3713.0
7 Uniprot:P62333 3701.0
8 Uniprot:P43686 3600.0
9 Uniprot:P28062 3493.0
10 Uniprot:O00487 3480.0
11 Uniprot:P25788 3448.0
12 Uniprot:P55036 3438.0
13 Uniprot:P60896 3390.0
14 Uniprot:O14818 3372.0
15 Uniprot:Q9UNM6 3321.0
16 Uniprot:Q99460 3315.0
17 Uniprot:P51665 3281.0
18 Uniprot:P20618 3260.0
19 Uniprot:P28072 3222.0
20 Uniprot:P28074 3219.0
21 Uniprot:P49720 3174.0
22 Uniprot:P28065 3136.0
23 Uniprot:P25787 3132.0
24 Uniprot:P25786 3117.0
25 Uniprot:P60900 3115.0
26 Uniprot:O00232 3073.0
27 Uniprot:Q99436 3009.0
28 Uniprot:P25789 2980.0
29 Uniprot:P49721 2937.0
30 Uniprot:Q13200 2913.0
31 Uniprot:O00231 2909.0
32 Uniprot:P28070 2903.0
33 Uniprot:P28066 2887.0
34 Uniprot:Q16401 2834.0
35 Uniprot:O43242 2782.0
36 Uniprot:P48556 2619.0
37 Uniprot:P62854 2537.0
38 Uniprot:Q8TAA3 2191.0
39 Uniprot:Q06323 2039.0
40 Uniprot:Q9UL46 2028.0
41 Uniprot:O00233 1773.0
42 Uniprot:O75832 1743.0
43 Uniprot:P61289 1734.0
44 Uniprot:P62805 1588.0
45 Uniprot:P24928 1473.0
46 Uniprot:Q92530 1430.0
47 Uniprot:P62979 1378.0
48 Uniprot:P15880 1370.0
49 Uniprot:P62701 1358.0
50 Uniprot:P60866 1357.0
51 Uniprot:P62753 1343.0
52 Uniprot:P42766 1341.0
53 Uniprot:P62269 1327.0
54 Uniprot:P52948 1325.0
55 Uniprot:P46783 1324.0
56 Uniprot:P46781 1323.0
57 Uniprot:P40306 1288.0
58 Uniprot:P42677 1271.0
59 Uniprot:P62277 1267.0
60 Uniprot:P49792 1267.0
61 Uniprot:P62851 1267.0
