#
# path-counts.csv
#
# Rank-ordered counts
#
1 R-HSA-1236974 6253.0
2 R-HSA-198933 5100.0
3 R-HSA-983170 5067.0
4 R-HSA-877300 4948.0
5 R-HSA-9010553 4868.0
6 R-HSA-6791226 4613.0
7 R-HSA-983168 4062.0
8 R-HSA-156827 3722.0
9 R-HSA-72706 3700.0
10 R-HSA-72163 3682.0
11 R-HSA-72689 3547.0
12 R-HSA-975957 3542.0
13 R-HSA-1799339 3467.0
14 R-HSA-8951664 3346.0
15 R-HSA-975956 3323.0
16 R-HSA-156902 3317.0
17 R-HSA-72764 3254.0
18 R-HSA-2408557 3254.0
19 R-HSA-192823 3249.0
20 R-HSA-5689880 2722.0
21 R-HSA-2467813 2522.0
22 R-HSA-202424 1763.0
23 R-HSA-5689603 1691.0
24 R-HSA-6798695 1624.0
25 R-HSA-9020702 1566.0
26 R-HSA-5607764 1504.0
27 R-HSA-2871837 1495.0
28 R-HSA-5389840 1456.0
29 R-HSA-8939236 1448.0
30 R-HSA-68949 1439.0
31 R-HSA-174184 1430.0
32 R-HSA-5419276 1427.0
33 R-HSA-5368286 1426.0
34 R-HSA-174178 1416.0
35 R-HSA-5687128 1401.0
36 R-HSA-1169091 1382.0
37 R-HSA-69017 1371.0
38 R-HSA-8852276 1365.0
39 R-HSA-8939902 1350.0
40 R-HSA-195253 1341.0
41 R-HSA-174154 1337.0
42 R-HSA-5607761 1336.0
43 R-HSA-382556 1325.0
44 R-HSA-5676590 1322.0
45 R-HSA-1234176 1315.0
46 R-HSA-5678895 1303.0
47 R-HSA-187577 1295.0
48 R-HSA-5632684 1274.0
49 R-HSA-8948751 1271.0
50 R-HSA-5610780 1262.0
51 R-HSA-174084 1261.0
52 R-HSA-5610785 1261.0
53 R-HSA-5610783 1260.0
54 R-HSA-5358346 1251.0
55 R-HSA-174113 1250.0
56 R-HSA-5668541 1248.0
57 R-HSA-8854050 1246.0
58 R-HSA-5362768 1245.0
59 R-HSA-5658442 1229.0
60 R-HSA-450408 1206.0
61 R-HSA-4641258 1205.0
62 R-HSA-180534 1202.0
63 R-HSA-4608870 1200.0
64 R-HSA-68827 1199.0
65 R-HSA-9604323 1190.0
66 R-HSA-4641257 1185.0
67 R-HSA-349425 1184.0
68 R-HSA-75815 1178.0
69 R-HSA-69481 1177.0
70 R-HSA-180585 1176.0
71 R-HSA-8941858 1174.0
72 R-HSA-69601 1172.0
73 R-HSA-211733 1165.0
74 R-HSA-350562 1118.0
75 R-HSA-1989781 1097.0
76 R-HSA-1236978 1092.0
77 R-HSA-381340 1030.0
78 R-HSA-8856828 1028.0
79 R-HSA-3214847 1011.0
80 R-HSA-5620912 1003.0
81 R-HSA-380320 993.0
82 R-HSA-9018519 990.0
83 R-HSA-72649 967.0
84 R-HSA-72702 962.0
85 R-HSA-5663220 959.0
86 R-HSA-2500257 957.0
87 R-HSA-611105 891.0
88 R-HSA-380270 889.0
89 R-HSA-2565942 887.0
90 R-HSA-72695 849.0
91 R-HSA-68877 840.0
92 R-HSA-674695 821.0
93 R-HSA-6804756 805.0
94 R-HSA-5693607 801.0
95 R-HSA-3108214 774.0
96 R-HSA-159236 763.0
97 R-HSA-2559580 759.0
98 R-HSA-8854518 754.0
99 R-HSA-380284 734.0
100 R-HSA-380259 734.0
101 R-HSA-2132295 732.0
102 R-HSA-141444 730.0
103 R-HSA-8856825 680.0
104 R-HSA-69473 668.0
105 R-HSA-6799198 656.0
106 R-HSA-4551638 652.0
107 R-HSA-5617472 596.0
108 R-HSA-5578749 584.0
109 R-HSA-6807505 579.0
110 R-HSA-6811558 573.0
111 R-HSA-8943724 569.0
112 R-HSA-212436 568.0
113 R-HSA-1169408 568.0
114 R-HSA-3371453 567.0
115 R-HSA-2559582 550.0
116 R-HSA-5673001 549.0
117 R-HSA-6782135 543.0
118 R-HSA-191859 537.0
119 R-HSA-3214815 531.0
120 R-HSA-4570464 525.0
121 R-HSA-112382 523.0
122 R-HSA-6796648 520.0
123 R-HSA-6782210 520.0
124 R-HSA-427413 514.0
125 R-HSA-75955 511.0
126 R-HSA-73856 504.0
127 R-HSA-6807878 503.0
128 R-HSA-1257604 503.0
129 R-HSA-6781823 486.0
130 R-HSA-73779 480.0
131 R-HSA-75953 480.0
132 R-HSA-167161 480.0
133 R-HSA-76042 480.0
134 R-HSA-167162 480.0
135 R-HSA-73776 480.0
136 R-HSA-72165 480.0
137 R-HSA-167172 480.0
138 R-HSA-4615885 466.0
139 R-HSA-418594 461.0
140 R-HSA-72187 445.0
141 R-HSA-168325 437.0
142 R-HSA-3232142 432.0
143 R-HSA-6784531 423.0
144 R-HSA-165054 415.0
145 R-HSA-180746 414.0
146 R-HSA-5250924 410.0
147 R-HSA-5628897 406.0
148 R-HSA-8936459 402.0
149 R-HSA-168276 401.0
150 R-HSA-8876198 399.0
151 R-HSA-5693565 398.0
152 R-HSA-3214858 397.0
153 R-HSA-4085377 396.0
154 R-HSA-73772 383.0
155 R-HSA-6805567 383.0
156 R-HSA-159231 382.0
157 R-HSA-1632852 380.0
158 R-HSA-167152 374.0
159 R-HSA-2029482 373.0
160 R-HSA-72203 373.0
161 R-HSA-6790901 371.0
162 R-HSA-6785807 368.0
163 R-HSA-167200 367.0
164 R-HSA-5693571 365.0
165 R-HSA-5685942 365.0
166 R-HSA-3371497 365.0
167 R-HSA-168271 364.0
168 R-HSA-400253 360.0
169 R-HSA-159230 356.0
170 R-HSA-8939243 355.0
171 R-HSA-167246 355.0
172 R-HSA-159227 354.0
173 R-HSA-73762 353.0
174 R-HSA-168333 350.0
175 R-HSA-5696394 345.0
176 R-HSA-1912408 341.0
177 R-HSA-9616222 340.0
178 R-HSA-1445148 336.0
179 R-HSA-180910 335.0
180 R-HSA-3301854 334.0
181 R-HSA-6811434 333.0
182 R-HSA-6781827 329.0
183 R-HSA-5619107 323.0
184 R-HSA-170822 323.0
185 R-HSA-418555 317.0
186 R-HSA-5357956 316.0
187 R-HSA-3899300 315.0
188 R-HSA-9639288 309.0
189 R-HSA-2644606 307.0
190 R-HSA-2894862 307.0
191 R-HSA-3214841 304.0
